"MIDX","MTITLE","MCONTENT","MPOINT","MDATE","MUSER"
17070925,"혹성탈출: 반격의 서막","혹성탈출 씨리즈 모든 편 중에서 1968년 1편과 바로 이 반격의 서막이 최고라고 할 수 있다",10,20200818,17070925
17070924,"다만 악에서 구하소서","올해 최고의 영화! 시간 가는 줄 모르고 봤어요",10,20200818,17070924
17070922,"강철비2: 정상회담","한국이 처한 현실과 희망을 영화적으로 잘 버무려 놓은 비빔국수 같은 영화",8,20200818,17070922
17070921,"다만 악에서 구하소서","박정민 정말이지 ㅤㅊㅚㄱ오ㅎㅎ",9,20200818,17070921
17070920,"다만 악에서 구하소서","댓글 알바하지마라 ㅈㄴ 뻔하고 노잼이다",1,20200818,17070920
17070919,"반도","제 기준에선 재밌었습니다",8,20200818,17070919
17070918,"강철비2: 정상회담","재미있음!!",10,20200818,17070918
17071154,"다만 악에서 구하소서","주연배우들 제외 연기력이 좀....스토리 또한 별로였네요..",4,20200818,17071154
17071153,"강철비2: 정상회담","실제평점은 7점?  그러나 네이버 수꼴들의 평점테러에 반발로 10점준다.그리고 일본과의 전쟁은 이제 우리가 이긴다해군력?미사일 1500발 일본열도에 날려버리고 군사기지와 일본함대 공격후 출발하면 일본 아작난다",10,20200818,17071153
17071152,"더 프린세스 : 도둑맞은 공주","딸래미 친구들과 재밌게 잘봤어요.",8,20200818,17071152
17071150,"오케이 마담","극한직업 이후로 웃긴영화 오랜만이네요 잘 봤어요! 이상윤씨 멋있어요~~????",10,20200818,17071150
17071149,"반교: 디텐션","공포는 중간에 갑툭튀 몇 번이 다에요. 게임을 꼭 한 번 플레이 해보시고 감상하시는걸 추천합니다.  개인적으로 게임과는 다르게 여자주인공이 저지른 만행을 억지로 멜로로 풀어서 정당화한건 좀 아쉽습니다.",8,20200818,17071149
17071148,"블루 아워","여운이 남는 영화 입니다",10,20200818,17071148
17071147,"다만 악에서 구하소서","너무너무 재미있게 본 영화입니다 제돈주고 두번본건 처음...",10,20200818,17071147
17071146,"강철비2: 정상회담","유쾌하지만 많은 생각을 하게 만드는 영화입니다.",10,20200818,17071146
17071175,"오케이 마담","알바 오지게 돌리네 알바 돌리는 새끼들은 평점으로 정의구현한다",1,20200818,17071175
17071174,"히트맨","진심 개재미없다 이런거는 왜 평점이 8이나 되냐네이버 알바 ㅈㄴ쓰긴 쓰나보네",1,20200818,17071174
17071171,"다만 악에서 구하소서","액션 좋고, 연기 좋고, 연출 좋고 스토리만 아쉬웠다. 스토리 마저 좋았다면 레전드가 나왔을 느낌 하지만 스토리가 껍데기만 있고 알맹이가 없다 뻔한 소재이지만 흥미로운 배경과 캐릭터로 초반부에는 기대가 되었으나, 스토리가 비었다. 진짜 스토리는 그냥 없다고 봐도 무방한 듯하다.연출, 연기, 액션 9점을 줄 수 있었으나 스토리는... 대본을 써본 적 없는 사람이 써도 이정도는 쓸 거 같은 스토리 다만 캐릭터는 매력적",7,20200818,17071171
17071159,"어거스트 러쉬","인생은 재능충들이 승리한다는 사실을 알게해주네요. 그거 말곤 느낀점없음.",1,20200818,17071159
17071158,"강철비2: 정상회담","첨부터 끝까지 민족 통일 화해 평화 이딴 감성팔이랑 미국 트럼프 신나게 까고 광대만들고 나머지는 마지막에 걍 대충대충ㅋㅋ 정치 얘기만 할려니까 그래도 티켓값이 미안한지 마지막에 억지로 끼워넣는 느낌. 액션신은 얼어OO 싼마이 물감총 장난이고 잠수함신은 선미 무겁게 한다고 승무원들이 선미로 달려가는 수준 임ㅋㅋㅋㅋ 헐리웃 영화들은 고퀄 CG에 디테일로 점점 감탄이 나오는데 우리나라 영화는 볼게 진짜 카메라의 발전으로 화질밖에 없다.ㅋㅋㅋㅋ 이 영화에서 가장 신기한건 정우성의 모공",1,20200818,17071158
17071157,"강철비2: 정상회담","독도까지 북잠수함 오는데 빨리도 출동한다",1,20200818,17071157
17071156,"다만 악에서 구하소서","비록 잤지만 나도 돈주면 평점 기깔나게 쓸 수 있는데",2,20200818,17071156
17071179,"다만 악에서 구하소서","다만 악(플)에서 구하소서...재료가 고급지고 신선하다해서 음식이 맛있으라는  법은 없음을 느낀다처음부터 죽이고 끝나기 직전까지 죽이는 영화.",2,20200818,17071179
17071178,"타짜: 원 아이드 잭","서폿 배우들이 너무 카리스마가 없지 않앗나....처음부터 엄마가 돈 많다 햇으면 아에 저래 되지도 않았을걸 ㅡ ㅡ",1,20200818,17071178
17071177,"강철비2: 정상회담","망했나 보네 벌써 다운로드 떴다...좀 좌빨 냄새가 나네",1,20200818,17071177
17071176,"프로젝트 파워","10점짜리 댓글들 전부 같은 기호에 같은 내용인데 대놓고 소름이네~ 넷플알바는 좀 싼값에쓰나봐ㅋㅋㅋ",1,20200818,17071176
17071145,"반도","강동원은역시 코믹이 어울림징크스땜에 우짠디야흥행은 못할듯",8,20200818,17071145
17071143,"다만 악에서 구하소서","액션 좋아하면 무조건 보세요! 스토리면에서 조금 아쉽지만 연출이랑 믿고보는 배우들 ㅎㅎ",8,20200818,17071143
17071142,"정직한 후보","차기 연출 기대핼게요~",6,20200818,17071142
17071141,"주디","처음에는 주디가 별로였는데, 나중에는 엄마의 주디도 무대위의 주디도 이해가 되었다.",8,20200818,17071141
17071140,"반도","생각보다잼썼ㅤㅇㅡㄷㅁ기냐냐",8,20200818,17071140
17071139,"반도","배우들의 연기가 영화의 재미를 더했습니다.",7,20200818,17071139
17071138,"컨스피러시","영화를 다시 볼 때는 오래되어 기억이 흐릿하거나 또는 내용이 꽤 복잡했던 것을 주로 본다. 하지만 그런 것을 골라 봐도 영화 초반 또는 초중반 정도가 되면 엔딩까지 모든 기억이 되살아 나기 마련이다. 그런데 이 영화는 달랐다 내 머릿속엔 그 유명한 ost와 마구간 밖에 기억이 없었다 영화를 보는 중에도 내용이 잘 떠오르질 않더라. 그건 아마도 내 머릿속에 이 영화의 기억은 ost가 8~90%의 비중을 차지하고  있었기 때문일 것이다. 당시 박상원이 진행한 아름다운 tv 얼굴이란 예능 프로에서도 이 노래를 주제가로 사용하며 더 각인되고 더 유명해졌었다 개인적으로 엔딩크레딧을 잠시 보면 메인곡이 1절만 나오고 같은 노래가 r&amp;b 버전으로 다시 시작되는데 그 노래가 너무 좋아 혹시나 하여 비디오의 음성을 전축을 이용해 테이프로 녹음을 시도해봤는데 돼서 쾌재를 부르며 나만의 노래로 꽤 듣고 다녔었던..",9,20200818,17071138
17071137,"강철비","재밌게 잘 봤습니다 ㅋㅋ주연배우들의 연기가 어색함이 없어서 더 좋았네요.",10,20200818,17071137
17071136,"범털","제작비가 얼마나 들었을까...얼마나 많은 자원이 고갈되야 이런 영화가 자원낭비 하는걸 멈출수있을까...분명 시나리오 보고 안될걸 눈치챘을 스탭이 있었을텐데...그러면서도 땀을흘린 스탭배우들의 노고에 경의를 표합니다...",1,20200818,17071136
17071134,"반교: 디텐션","상징없는 공포, 연출 그러나 당시 분위기는 담고 있다",4,20200818,17071134
17071133,"강철비2: 정상회담","쓰레기 북한 미화 영화.미국 대통령은 미치광이 정은이는 마치 세상 최고의 지도자로 만듬 감독아 그렇게 좋으면 북한가서 살아.",4,20200818,17071133
17071132,"보헤미안 랩소디","굳",9,20200818,17071132
17071131,"엘라 벨라 빙고: 친구 찾기 대작전","6세~8세 정도 아이들이 즐겁게 볼 영화에요^^",6,20200818,17071131
17071129,"오케이 마담","제가 최근 관람한 영화중 최악입니다.. 코믹 영화임을 감안하더라도 억지 웃음 유발이 처음부터 끝까지..    지루하기 그지없는 뻔한 스토리.. ㅠㅠ..      절대 보지 마세요..  웃지않는 내가 바보인가 이런 생각까지..    훌륭한 연기파 배우들 출연시켜놓고 이게 뭔가싶었네요.. 강하게 비추입니다.",2,20200818,17071129
17071128,"바다 몬스터2","극장은 코로나때문에 못가니 집에서 유익한 애니메이션 찾다 발견한 건데 애들이 너무 좋아해요. 트림하는 물고기들 귀여워요 ^^",10,20200818,17071128
17071126,"포드 V 페라리","굳",8,20200818,17071126
17071125,"머니볼","뻔한줄거리지만 재밋있다",8,20200818,17071125
17071124,"비바리움","?클리셰들에 의한 어느정도 유추가 되는 결말이 예상 됐지만 다 떠나서 소재 자체가 너무 신선했다.",8,20200818,17071124
17071122,"히트맨","해외 영화 ""가짜 암살자의 진짜 회고록""을 표절한 작품한국에 있는 흔한 양산형 폐기물 중 하나",3,20200818,17071122
17071121,"조조 래빗","너무 좋다. 정말 너무 좋다.",10,20200818,17071121
17071119,"다만 악에서 구하소서","너무너무너무너무너무 재미없어요",1,20200818,17071119
17071118,"혐오스런 마츠코의 일생","진짜 명작이다,,, 마츠코 ㅠㅠㅠ꼭 행복해,,",10,20200818,17071118
17071117,"1987","어른들은 잃을게 많다.",10,20200818,17071117
17071116,"다만 악에서 구하소서","역시 믿고보는 황정민, 이정재",10,20200818,17071116
17071114,"강철비2: 정상회담","잠수함씬이 멋지다고 해서 주말에 함 봤는데 기대하지 않았지만 전체적으로 재밌었습니다. CG도 보기 좋았습니다. 8점 드립니다.",8,20200818,17071114
17071113,"오케이 마담","유쾌하게 잘 봤습니다^^",10,20200818,17071113
17071111,"다만 악에서 구하소서","개연성은 없지만 배우분들 연기에 재밌게봤습니당",8,20200818,17071111
17071110,"강철비2: 정상회담","네이버, 장난질 그만해라, 도대체 네티즌 평점은 완전 꽝인데 어떻게 관람객 평점이 8점 이상이냐? 그 관람객은 도대체 어디서 나온 사람들인지 완전 궁금하네, 이러니 네이버 신뢰도가 계속 추락하지, 여론 조작, 평점 조작 그만하고 그냥 시스템에 맡겨라",2,20200818,17071110
17071109,"국가부도의 날","과거를 통해 현재를 되돌아 보게 합니다.. 허준호님 연기가 인상적입니다!",8,20200818,17071109
17071108,"퍼펙트맨","아..조진웅이랑 설경구 너무 재밌고 특히 순두부 발로 찼을때 진짜 빵터짐",9,20200818,17071108
17071107,"#살아있다","차라리 심형래 감독이 위대한 것이었음.",2,20200818,17071107
17071170,"47미터 2","너무 재미없음 돈 아까움",2,20200818,17071170
17071168,"반도","이레가 운전하는 장면은 잊혀지지않아요!",9,20200818,17071168
17071167,"반교: 디텐션","언제나 그렇듯 상황을 만든새끼들은 코빼기도안보이고 만들어진 악역 만들어진 피해자만 드라마를 써가는 역사는 말해주지않는 소시민의 삶",10,20200818,17071167
17071166,"다만 악에서 구하소서","진짜 배우들..연기가 ㅠㅠ오랜만에 재밌었습니다.",9,20200818,17071166
17071165,"오케이 마담","엄마랑 같이 보러갔는데 만족합니다^^",10,20200818,17071165
17071164,"포레스트 검프","미친듯이 웃었다. 제니는 올타임 레전드 빌런이고...",10,20200818,17071164
17071163,"오케이 마담","정말 태어나서 본 영화 중에 가장 웃겼어요 가장 헛웃음ㅇㅣ 났어요 정말.. 가장 쉽게 25000원과 2시간을 버리는 방법~! 추천합니다 (엄정화 배우님 연기는 최고)",1,20200818,17071163
17071162,"사도","출연하신 모든 분들 보고 정말 감동 받았습니다.눈물이 계속 나오네요.영조도 사도세자도 너무 불쌍했어요.",10,20200818,17071162
17071161,"덩케르크","살아있음에 고마워하는 ...",10,20200818,17071161
17071160,"다만 악에서 구하소서","박정민은  역시 박정민충무로 차세대 기대주중에당연히  최고예요",10,20200818,17071160
17071106,"다만 악에서 구하소서","오랜만에 재미있게 본 한국영화.",10,20200818,17071106
17071104,"오케이 마담","내용이 너무 난잡함 뭐가 자꾸 튀어나옴",6,20200818,17071104
17071103,"다만 악에서 구하소서","이렇게 재밌는 영화 처음 봄 진짜 간만에 힐링했어요",10,20200818,17071103
17071101,"콩: 스컬 아일랜드","인간 대 괴수 싸움에서 영장류 대 파충류 싸움으로! 백주대낮에 경치 구경과 괴수 구경을 동시에, 그것도 고질라 같은 후까시 없이.",9,20200818,17071101
17071100,"월드워Z","개인적으로 좀비영화  중 가장 잘 만든영화라고 생각한다. 스토리 연기 영상 모든것들이 빠질게 없고 두시간이 금방 지나간다는...",9,20200818,17071100
17071099,"강철비2: 정상회담","이야기의 타깃이 좀 더 명확해졌다. 블랙 코미디의 요소를 결합, 한국과 북한은 물론, 미국과 일본, 중국에 대한 재치 있는 풍자로 읽힌다.초반부엔 자칫 수업 시간에 홀로 진도를 따라가지 못하는 심정을 느낄 수 있으니 정신 단단히 차려야 한다.후반부에 심해를 배경으로 펼쳐지는 잠수함 액션의 긴박감이 단연 돋보인다.",7,20200818,17071099
17071098,"오케이 마담","쓰레기 잤음  평점들 공정히",2,20200818,17071098
17071097,"헝거","크리스찬베일 마이클벤더 연기는 인정",8,20200818,17071097
17071096,"다만 악에서 구하소서","스토리는 그저 그럴지언정 연출이나 카메라등 제일 중요한 배우분들의 연기땜이라도 보셨음 해요 왜인지는 모르겠는데 잔상에 오래 자꾸 남네요 애기가 행복했으면",10,20200818,17071096
17071095,"강철비2: 정상회담","재밌어요 ㅋㅋ 개그코드도 많네요",10,20200818,17071095
17071094,"1987","군더더기 없는 뜨거운 그날. 이 영화를 볼 수 있음에 감사한다",10,20200818,17071094
17071092,"미드소마","집단 안에서의 옳고 그름이 외부 세계와 너무나 다르다는 점에서 문가 일당을 연상시킨다.",9,20200818,17071092
17071093,"벌새","나에게도 좋은 어른이 있었다.",9,20200818,17071093
17071091,"언더워터","에이리언 생각남 sf에 목말랐는데 괜찮게봤음 중간에 남자가 음악틀거나 장난치는건 흐름방해라 그닥",8,20200818,17071091
17071090,"메기","마치 연극 한 편을 본 듯한 느낌이었습니다. 유머코드도 재밌었구요. 아쉬운건 스토리에 기승전결이 미약해서 루즈했습니다.",8,20200818,17071090
17071089,"다만 악에서 구하소서","그냥 진심 미친 영화임 안 보면 후회합니다 기억 잃고 다시 보고 싶은 영화다 ㄹㅇ",10,20200818,17071089
17071088,"82년생 김지영","이게  왜  평점이  높은지..넷플릭스로  보다가  나와버림지겹고  잼없고  감동도  없다..ㅡㅡ",4,20200818,17071088
17071087,"오케이 마담","그냥저냥... 한 번 보기 좋은 영화",7,20200818,17071087
17071085,"강철비2: 정상회담","별점 테러하지 마라 잠수함씬 액션 너무 좋고 정우성 연기 신정근 연기 좋았습니다",10,20200818,17071085
